GEOID10,senior_population,schools_within_a_mile
250250904001,66,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Clap Elementary School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Orchard Gardens K-8', 'Russell_ William E.  Elementary', 'Trotter_ William Monroe K-8', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250251207001,54,"['Boston Latin School', 'Curley K-8', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250251007002,321,"['Kenny_ Thomas J. Elementary', 'Murphy_ Richard J.  K-8']"
250250907003,184,"['Boston Collaborative High School', 'Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Mason_ Samuel Elementary', 'Mather Elementary', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary', 'UP Academy Boston', 'Winthrop_ John Elementary']"
250250921015,326,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Holmes_ Oliver Wendell Innovation', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Mather Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8', 'UP Academy Dorchester']"
250250601012,64,"['Excel High School', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary']"
250250106001,440,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250003013,65,"['Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250251301003,132,[]
250250303003,133,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School']"
250250810012,456,"['Boston Latin School', 'Fenway High School', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'McKinley_ William Preparatory High School', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250814001,127,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center', 'Winthrop_ John Elementary']"
250250008031,15,"['Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250251006012,66,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Murphy_ Richard J.  K-8']"
250250701017,118,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251008004,269,"['Kenny_ Thomas J. Elementary', 'Quincy_ Josiah Elementary', 'Taylor_ Charles H. Elementary']"
250251001005,68,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Greenwood_ Sarah K-8', 'Haley_ Dennis K-8', 'Lee_ Joseph K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250251203011,0,"['Boston Latin Academy', 'Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250251401051,475,"['Another Course to College', 'Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Grew_ Henry Elementary', 'New Mission High School']"
250250813003,256,"['Boston Latin Academy', 'Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250251101033,77,"['Boston Teachers Union K-8 School', 'English High School', 'Haley_ Dennis K-8', 'Manning_ Joseph P. Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250502002,191,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Harvard/Kent Elementary', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250501012,231,"['Alighieri_ Dante Montessori School', 'Charlestown High School', 'East Boston Early Education Center', 'East Boston High School', 'Harvard/Kent Elementary', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250604003,184,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Dever_ Paul A.  Elementary', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250924005,52,"['Burke_ Jeremiah E. High School', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee_ Joseph K-8', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250250811001,207,"['Boston Latin School', 'Curley K-8', 'Ellis_ David A. Elementary', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Higginson K0-2', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250251201043,82,"['Boston Teachers Union K-8 School', 'Community Academy', 'Curley K-8', 'English High School', 'Manning_ Joseph P. Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250251009001,209,"['Boston International Newcomers Academy', 'Lee Academy Pilot School', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy']"
250250004023,165,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250005043,117,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Winship_ F. Lyman Elementary']"
250250924003,409,"['Burke_ Jeremiah E. High School', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee_ Joseph K-8', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250251205001,80,"['Boston Latin Academy', 'Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250250701015,74,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251404007,81,"['Another Course to College', 'Bates_ Phineas Elementary', 'Chittick_ James J. Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Mattahunt Elementary School', 'New Mission High School', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250605013,32,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250251104033,86,"['Another Course to College', 'Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'New Mission High School', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250251301001,301,['Lyndon_ Patrick K-8']
250250813002,353,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Community Academy', 'Curley K-8', 'Dearborn_ Henry STEM Academy', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250251204005,479,"['Community Academy', 'Curley K-8', 'English High School', 'Greater Egleston High School', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'West Zone Early Learning Center']"
250250902003,63,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250512002,190,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250108011,89,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250917001,147,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'UP Academy Dorchester', 'UP Academy Holland']"
250251206001,45,"['Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'West Zone Early Learning Center']"
250250101031,13,"['Boston Latin School', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School']"
250250701011,69,"['Boston Adult Technical Academy', 'Condon_ James F. K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'McKinley_ William School']"
250250104033,99,"['Blackstone Elementary School', 'Boston Latin School', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250250007011,17,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Winship_ F. Lyman Elementary']"
250250814003,66,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Boston Latin School', 'Dearborn_ Henry STEM Academy', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250251304023,267,['Beethoven_ Ludwig van Elementary']
250250107012,54,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250602002,156,"['Boston Collaborative High School', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250403002,116,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250104051,15,"['Blackstone Elementary School', 'Boston Day & Evening Academy', 'Boston Latin School', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250250007031,7,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250808011,67,"['Boston Day & Evening Academy', 'Boston Latin School', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250259803001,28,"['Burke_ Jeremiah E. High School', 'Community Academy', 'Ellis_ David A. Elementary', 'English High School', 'Greater Egleston High School', 'Greenwood_ Sarah K-8', 'Hernandez_ Rafael K-8', 'Trotter_ William Monroe K-8']"
250251106074,419,"['Boston Teachers Union K-8 School', 'Irving_ Washington  Middle', 'Manning_ Joseph P. Elementary', 'Mozart_ Wolfgang A. Elementary', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250251201051,179,"['Manning_ Joseph P. Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250251005002,118,"['Boston International Newcomers Academy', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Quincy_ Josiah Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'UP Academy Dorchester']"
250250902001,70,"['Boston Arts Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250251005004,130,"['Boston International Newcomers Academy', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'UP Academy Dorchester']"
250250707001,164,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250801002,103,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Clap Elementary School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'Hurley_ Joseph  K-8', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Russell_ William E.  Elementary', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250006021,55,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Winship_ F. Lyman Elementary']"
250251402011,97,"['Channing_ William E. Elementary', 'Roosevelt_ Franklin D. K-8']"
250250924001,95,"['Boston International Newcomers Academy', 'Burke_ Jeremiah E. High School', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Shaw_ Pauline A. Elementary', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250250502004,40,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250919003,79,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250259901010,0,[]
250250818002,112,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250107011,126,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251002003,102,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Greenwood_ Sarah K-8', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250251203014,136,"['Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Greater Egleston High School', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250250921012,192,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Holmes_ Oliver Wendell Innovation', 'Mather Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8', 'UP Academy Dorchester', 'UP Academy Holland']"
250251203012,64,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Trotter_ William Monroe K-8']"
250250005031,22,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250203033,457,"['Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250920004,116,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250250604004,68,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Dever_ Paul A.  Elementary', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250251404003,253,"['Another Course to College', 'Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'New Mission High School']"
250251304063,151,"['Beethoven_ Ludwig van Elementary', 'Ohrenberger_ William School']"
250251104031,134,"['Another Course to College', 'Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250804011,195,"['Blackstone Elementary School', 'Boston Day & Evening Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Hale_ Nathan Elementary', 'Higginson-Lewis', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Mason_ Samuel Elementary', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Winthrop_ John Elementary', 'McKinley_ William School']"
250250703001,313,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250918002,119,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250504001,21,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250251101031,66,"['Boston Teachers Union K-8 School', 'Community Academy', 'English High School', 'Haley_ Dennis K-8', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250250711011,178,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Boston Day & Evening Academy', 'Carter School_ The', 'Condon_ James F. K-8', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Hurley_ Joseph  K-8', 'Mason_ Samuel Elementary', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250812001,264,"['Boston Latin School', 'Curley K-8', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250251401052,93,"['Another Course to College', 'Chittick_ James J. Elementary', 'Conley_ George H. Elementary', 'Grew_ Henry Elementary', 'New Mission High School']"
250250608004,269,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250810013,37,"['Boston Latin School', 'Curley K-8', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'McKinley_ William Preparatory High School', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250604001,102,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250007015,36,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Winship_ F. Lyman Elementary']"
