GEOID10,senior_population,schools_within_a_mile
250250104052,104,"['Blackstone Elementary School', 'Boston Latin School', 'Carter School_ The', 'Fenway High School', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Snowden International School at Copley', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250250806012,65,"['Boston Day & Evening Academy', 'Boston Latin School', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Higginson-Lewis', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250706001,143,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250406001,128,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250820002,204,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mendell_ Ellis Elementary', 'Trotter_ William Monroe K-8', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250251201042,75,"['Boston Teachers Union K-8 School', 'Community Academy', 'Curley K-8', 'English High School', 'Manning_ Joseph P. Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250250507001,128,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250923003,199,"['Boston Arts Academy', 'Boston International Newcomers Academy', 'Community Academy of Science & Health', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250250004011,0,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250007013,135,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Winship_ F. Lyman Elementary']"
250250101032,0,"['Boston Latin School', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School']"
250250608002,128,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250251010014,117,"['Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Young Achievers Science & Math K-8']"
250250202001,149,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley']"
250250805001,74,"['Blackstone Elementary School', 'Boston Day & Evening Academy', 'Boston Latin School', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Fenway High School', 'Hale_ Nathan Elementary', 'Higginson-Lewis', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250250603013,111,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250910013,72,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Dever_ Paul A.  Elementary', 'Everett_ Edward Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8']"
250251011013,170,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Haley_ Dennis K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'Young Achievers Science & Math K-8']"
250250402002,140,"['Charlestown High School', 'Harvard/Kent Elementary', 'Umana_ Mario Academy', 'Warren/Prescott K-8']"
250251003004,25,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Greenwood_ Sarah K-8', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250919002,164,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250250604002,137,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Dever_ Paul A.  Elementary', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250006022,210,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250924002,133,"['Boston International Newcomers Academy', 'Burke_ Jeremiah E. High School', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Shaw_ Pauline A. Elementary', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250250502003,38,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250251206002,76,"['Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'West Zone Early Learning Center']"
250250408012,102,"['Charlestown High School', 'East Boston High School', 'Harvard/Kent Elementary', ""O'Donnell_ Hugh R. Elementary"", 'Umana_ Mario Academy', 'Warren/Prescott K-8']"
250250611011,27,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Excel High School', 'Mason_ Samuel Elementary', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250251104011,187,"['Boston Teachers Union K-8 School', 'Conley_ George H. Elementary', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250912002,121,"['Boston Arts Academy', 'Clap Elementary School', 'Community Academy of Science & Health', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250008022,64,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250910014,56,"['Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Everett_ Edward Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary']"
250250105003,162,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251202011,160,"['Boston Teachers Union K-8 School', 'Community Academy', 'Curley K-8', 'English High School', 'Greater Egleston High School', 'Hernandez_ Rafael K-8', 'Manning_ Joseph P. Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250251007001,104,"['Kenny_ Thomas J. Elementary', 'Murphy_ Richard J.  K-8']"
250250004013,60,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250305001,240,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'Charlestown High School', 'East Boston Early Education Center', 'Harvard/Kent Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Umana_ Mario Academy', 'Warren/Prescott K-8']"
250250918001,70,"['Boston Arts Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250202003,110,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley']"
250250006011,133,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250814002,89,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Boston Latin School', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Ellis_ David A. Elementary', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250251303002,119,"['Bates_ Phineas Elementary', 'Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary']"
250250702001,177,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Condon_ James F. K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250259818001,22,"['Boston Latin School', 'Curley K-8', 'Fenway High School', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250259812021,0,"['Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary']"
250250403004,88,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250251106071,38,"['Bates_ Phineas Elementary', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Sumner_ Charles Elementary']"
250251010015,86,"['Another Course to College', 'Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'New Mission High School', 'Young Achievers Science & Math K-8']"
250251011021,76,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Haley_ Dennis K-8', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250701013,245,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley']"
250251304021,244,['Lyndon_ Patrick K-8']
250250909012,149,['Dever_ Paul A.  Elementary']
250251204002,72,"['Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Greater Egleston High School', 'Hernandez_ Rafael K-8', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250251301005,122,['Lyndon_ Patrick K-8']
250250704021,548,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Condon_ James F. K-8', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250008024,92,"['Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250403001,48,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250102031,0,"['Boston Latin School', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Snowden International School at Copley', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250251010021,114,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Lee Academy Pilot School', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250921014,80,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Holmes_ Oliver Wendell Innovation', 'Kenny_ Thomas J. Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8', 'UP Academy Dorchester']"
250251007003,94,"['Kenny_ Thomas J. Elementary', 'Murphy_ Richard J.  K-8']"
250250817004,129,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mendell_ Ellis Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250102042,31,"['Boston Latin School', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Tobin_ Maurice K-8']"
250250911004,27,"['Boston Arts Academy', 'Clap Elementary School', 'Community Academy of Science & Health', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250408011,91,"['Charlestown High School', 'Harvard/Kent Elementary', 'Umana_ Mario Academy', 'Warren/Prescott K-8']"
250250605014,36,"['Excel High School', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary']"
250250512001,9,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'McKay_ Donald K-8', 'Otis_ James Elementary']"
250251104035,177,"['Another Course to College', 'Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250251011022,256,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Haley_ Dennis K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250506001,78,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250002023,57,"['Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250512003,131,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250251005005,107,"['Boston International Newcomers Academy', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'UP Academy Dorchester']"
250251002002,23,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250251008003,77,"['Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Murphy_ Richard J.  K-8', 'Quincy_ Josiah Elementary', 'TechBoston Academy']"
250251010016,236,"['Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Shaw_ Pauline A. Elementary', 'Young Achievers Science & Math K-8']"
250250819001,164,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mendell_ Ellis Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250404011,109,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250251204004,293,"['Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Greater Egleston High School', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'West Zone Early Learning Center']"
250250703003,213,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250007012,87,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Winship_ F. Lyman Elementary']"
250251402025,103,"['Grew_ Henry Elementary', 'Roosevelt_ Franklin D. K-8']"
250250809003,33,"['Boston Latin School', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'McKinley_ William Preparatory High School', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250104042,0,"['Blackstone Elementary School', 'Boston Day & Evening Academy', 'Boston Latin School', 'Carter School_ The', 'Fenway High School', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Snowden International School at Copley', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250251404004,67,"['Another Course to College', 'Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'New Mission High School']"
250251201041,25,"['Boston Teachers Union K-8 School', 'Community Academy', 'English High School', 'Manning_ Joseph P. Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250250104031,237,"['Blackstone Elementary School', 'Boston Latin School', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Snowden International School at Copley', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250250601011,76,"['Excel High School', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary']"
250250401001,290,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250608001,13,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250251402021,173,"['Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'Roosevelt_ Franklin D. K-8']"
250250004022,94,"['Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250604005,248,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250006013,68,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250105001,23,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250608003,49,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250259812011,0,"['Excel High School', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary']"
250251105012,213,"['Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary', 'Sumner_ Charles Elementary']"
250251401062,50,"['Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Sumner_ Charles Elementary']"
250251008001,92,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Murphy_ Richard J.  K-8', 'Quincy_ Josiah Elementary', 'TechBoston Academy']"
250250914001,218,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Clap Elementary School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'Trotter_ William Monroe K-8', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250501013,118,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250001001,300,"['Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250916002,92,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Dorchester', 'UP Academy Holland']"
250250002011,91,"['Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250909011,99,"['Boston Collaborative High School', 'Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Everett_ Edward Elementary', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary', 'UP Academy Boston']"
250251106011,780,"['Manning_ Joseph P. Elementary', 'Sumner_ Charles Elementary']"
250250611012,140,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Excel High School', 'Mason_ Samuel Elementary', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary', 'UP Academy Boston']"
250250201012,297,"['Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
